YEAR;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Rk;Age;W%;L%;PW;PL;MOV;SOS;ORtg;DRtg;Pace;FTr;3PAr;TS%;OFeFG%;OfTOV%;ORB%;Of FT/FGA;DEFeFG%;DefTOV%;DRB%;Def FT/FGA;Arena;Attend.;Champion
97-98;Charlotte Hornets*;82;241.2;36.2;77.4;46.8;4.2;11.0;38.3;32.0;66.3;48.2;20.0;26.7;75.1;12.0;28.5;40.6;23.7;8.4;3.8;15.2;21.4;96.6;12;29.2;0.62195122;0.37804878;0.573170732;0.426829268;2.00;0.45;107.5;105.3;89.4;345;142;54.2;49.5;14.6;30.4;259;49.3;14.6;70.8;224;Charlotte Coliseum;959.634;0
94-95;Charlotte Hornets*;82;241.5;37.2;78.5;47.4;6.8;17.2;39.7;30.4;61.3;49.5;19.4;24.9;77.7;10.1;29.2;39.4;25.3;7.6;4.9;14.9;20.5;100.6;9;28.0;0.609756098;0.390243902;0.609756098;0.390243902;3.28;-0.41;109.6;106.1;91.2;317;219;56.2;51.7;14.3;26.0;247;48.5;13.8;68.5;202;Charlotte Coliseum;971.618;0
99-00;Charlotte Hornets*;82;241.2;35.8;79.7;44.9;4.1;12.2;33.9;31.7;67.5;46.9;22.7;30.0;75.8;10.8;32.1;42.9;24.7;8.9;5.9;14.7;20.4;98.4;9;28.7;0.597560976;0.402439024;0.597560976;0.402439024;2.67;-0.34;104.3;101.4;93.9;376;153;53;47.5;13.7;25.7;285;47.8;14.6;73.2;198;Charlotte Coliseum;732.827;0
15-16;Charlotte Hornets*;82;242.1;37.0;84.4;43.9;10.6;29.4;36.2;26.4;55.0;47.9;18.7;23.7;79;9.0;35.0;43.9;21.7;7.3;5.3;12.6;18.1;103.4;9;26.0;0.585365854;0.414634146;0.597560976;0.402439024;2.72;-0.36;107.1;104.3;95.7;280;348;54.5;50.2;11.7;20.0;222;49.6;12.5;79.8;191;Time Warner Cable Arena;716.894;0
00-01;Charlotte Hornets*;82;242.4;34.1;79.3;43.1;4.1;12.0;34.6;30.0;67.3;44.6;19.5;26.2;74.5;12.6;31.8;44.4;23.2;8.1;5.5;14.4;21.4;91.9;13;28.2;0.56097561;0.43902439;0.585365854;0.414634146;2.10;-0.65;101.8;99.5;89.4;330;151;50.6;45.7;13.7;29.8;246;45.6;14.1;74.5;222;Charlotte Coliseum;615.424;0
01-02;Charlotte Hornets*;82;240.9;35.3;80.2;44;4.2;12.1;34.8;31.1;68.1;45.6;19.1;25.7;74.5;12.9;30.5;43.5;21.5;8.0;5.6;14.0;21.3;93.9;14;28.3;0.536585366;0.463414634;0.536585366;0.463414634;0.96;-0.40;104.3;103.3;89.7;320;151;51.3;46.6;13.3;30.6;238;46.5;13.3;72.2;226;Charlotte Coliseum;462.738;0
92-93;Charlotte Hornets*;82;240.9;42.8;87.9;48.7;2.1;6.5;32.6;40.7;81.4;50;22.3;29.0;77.1;13.4;30.6;43.9;26.4;7.8;5.8;16.2;21.8;110.1;15;25.7;0.536585366;0.463414634;0.487804878;0.512195122;-0.24;0.22;109.5;109.7;100.2;329;74;54.7;49.9;13.8;31.3;254;48.7;12.6;65.0;201;Charlotte Coliseum;971.88;0
21-22;Chicago Bulls;82;240.6;41.7;86.9;48;10.6;28.8;36.9;31.1;58.1;53.5;17.5;21.5;81.3;8.7;33.7;42.3;23.9;7.1;4.1;12.8;18.8;111.6;20;26.3;0.56097561;0.43902439;0.487804878;0.512195122;-0.39;0.02;113.2;113.6;98.3;248;332;57.9;54.1;11.8;20.4;201;54.1;11.9;78.3;199;United Center;856,148;0
15-16;Chicago Bulls;82;242.7;38.6;87.4;44.1;7.9;21.4;37.1;30.7;66.1;46.4;16.5;21.0;78.7;11.1;35.2;46.3;22.8;6.0;5.7;13.9;18.8;101.6;18;27.6;0.512195122;0.487804878;0.451219512;0.548780488;-1.48;0.01;105.0;106.5;95.7;240;244;52.6;48.7;12.6;24.5;189;48.5;10.7;74.9;182;United Center;894.659;0
20-21;Chicago Bulls;72;241.4;42.2;88.6;47.6;12.6;34.0;37;29.6;54.6;54.2;13.8;17.5;79.1;9.6;35.3;45.0;26.8;6.7;4.2;15.1;18.9;110.7;20;25.6;0.430555556;0.569444444;0.472222222;0.527777778;-0.89;-0.05;111.1;112.0;99.0;197;383;57.5;54.7;13.6;22.3;156;53.8;11.6;80.3;196;United Center;13.655;0
81-82;Chicago Bulls;82;242.4;41.1;82.0;50.1;0.7;2.6;25.4;40.4;79.5;50.9;23.8;31.0;76.7;13.7;30.8;44.5;24.9;7.1;5.9;20.0;24.5;106.6;17;26.5;0.414634146;0.585365854;0.43902439;0.56097561;-2.02;0.45;106.6;108.6;99.0;378;32;55.7;50.5;17.3;33.6;290;49.9;13.2;69.0;207;Chicago Stadium;372.613;0
07-08;Chicago Bulls;82;241.5;36.4;83.7;43.5;5.8;15.9;36.3;30.6;67.8;45.2;18.7;24.7;75.6;12.8;30.2;43.0;22.1;7.7;5.2;14.6;21.8;97.3;21;25.7;0.402439024;0.597560976;0.390243902;0.609756098;-3.09;-0.11;103.9;107.2;93.0;296;190;51.5;47;13.4;28.9;223;49.6;14.2;73.1;258;United Center;901.502;0
02-03;Chicago Bulls;82;243.0;36.5;81.9;44.5;4.3;12.2;35;32.2;69.7;46.2;17.7;24.6;72.2;12.0;31.0;43.0;21.7;7.4;5.6;16.9;24.7;95.0;25;25.2;0.365853659;0.634146341;0.329268293;0.670731707;-5.13;-0.17;100.2;105.6;93.5;300;148;51.2;47.1;15.4;27.7;217;47;13.3;69.5;263;United Center;804.309;0
79-80;Chicago Bulls;82;242.7;41.0;84.7;48.4;0.9;3.4;25.5;40.1;81.3;49.4;24.6;31.6;77.9;13.6;30.1;43.7;26.2;8.6;4.8;20.5;26.2;107.5;17;25.9;0.365853659;0.634146341;0.414634146;0.585365854;-2.71;0.08;104.3;107.0;101.8;373;40;54.5;48.9;17.2;32.2;291;50;15.7;68.0;251;Chicago Stadium;;0
82-83;Chicago Bulls;82;242.7;43.1;89.9;48;0.5;2.5;21.5;42.6;87.4;48.7;24.2;32.8;73.7;15.5;30.8;46.3;25.4;8.1;4.9;21.3;26.7;111.0;19;24.5;0.341463415;0.658536585;0.353658537;0.646341463;-4.89;0.48;103.4;108.0;106.1;365;28;53.2;48.3;16.9;34.0;269;49.8;14.3;67.9;237;Chicago Stadium;296.411;0
19-20;Chicago Bulls;65;241.2;39.6;88.6;44.7;12.2;35.1;34.8;27.4;53.5;51.1;15.5;20.5;75.5;10.5;31.4;41.9;23.2;10.0;4.1;15.5;21.8;106.8;22;24.4;0.338461538;0.661538462;0.4;0.6;-3.08;-0.93;106.7;109.8;99.7;231;396;54.7;51.5;13.7;22.8;175;54.6;16.3;75.6;239;United Center;639.352;0
17-18;Chicago Bulls;82;242.1;38.7;88.8;43.5;11.0;31.1;35.5;27.6;57.8;47.8;14.6;19.2;75.9;9.6;35.0;44.7;23.5;7.6;3.5;14.0;19.2;102.9;28;24.4;0.329268293;0.670731707;0.280487805;0.719512195;-7.04;0.20;103.8;110.9;98.3;216;350;52.9;49.7;12.6;20.6;164;54.2;12.4;80.6;184;United Center;851.824;0
83-84;Chicago Bulls;82;243.7;40.3;85.0;47.4;0.2;1.4;17.1;40.1;83.6;47.9;22.8;30.6;74.6;13.9;28.0;42.0;25.5;8.4;5.5;19.2;26.8;103.7;23;24.4;0.329268293;0.670731707;0.341463415;0.658536585;-5.18;0.50;102.4;107.5;99.8;360;17;52.6;47.5;16.3;32.3;268;49.7;15.6;67.2;266;Chicago Stadium;256.43;0
03-04;Chicago Bulls;82;241.8;34.1;82.4;41.4;5.2;15.3;34.2;28.9;67.0;43.1;16.2;22.4;72.5;12.8;30.7;43.5;21.9;8.0;4.8;16.1;23.3;89.7;28;26.8;0.280487805;0.719512195;0.280487805;0.719512195;-6.35;-0.33;96.6;103.4;92.2;272;186;48.6;44.6;14.9;28.1;197;46.9;14.1;71.4;253;United Center;809.177;0
18-19;Chicago Bulls;82;242.7;39.8;87.9;45.3;9.1;25.9;35.1;30.7;62.0;49.6;16.2;20.7;78.3;8.8;34.1;42.9;21.9;7.4;4.3;14.1;20.3;104.9;27;24.0;0.268292683;0.731707317;0.256097561;0.743902439;-8.41;0.10;104.8;113.2;99.0;235;295;54.1;50.5;12.7;19.4;184;54.1;11.9;77.3;188;United Center;823.475;0
98-99;Chicago Bulls;50;241.5;30.8;76.7;40.1;3.5;12.2;28.9;27.2;64.5;42.2;16.8;23.7;70.9;11.5;27.9;39.3;20.3;8.7;3.4;15.5;22.2;81.9;29;28.6;0.26;0.74;0.18;0.82;-9.46;0.88;92.4;103.0;88.1;309;159;47;42.4;15.1;26.8;219;48.3;15.3;71.7;241;United Center;560.012;0
01-02;Chicago Bulls;82;241.5;34.3;79.2;43.3;3.7;10.6;34.6;30.6;68.6;44.7;17.2;23.9;72.2;11.3;28.8;40.0;22.2;7.7;4.4;15.3;22.4;89.5;29;25.5;0.256097561;0.743902439;0.219512195;0.780487805;-8.54;0.02;98.2;107.6;90.5;302;134;49.9;45.6;14.6;26.6;218;49.7;13.7;71.4;239;United Center;776.311;0
99-00;Chicago Bulls;82;241.5;31.3;75.4;41.5;4.1;12.6;32.9;27.1;62.8;43.2;18.1;25.5;70.9;12.6;28.3;40.9;20.1;7.9;4.7;19.0;23.3;84.8;28;26.0;0.207317073;0.792682927;0.182926829;0.817073171;-9.40;0.17;94.2;104.6;89.4;338;167;49;44.3;18.0;29.9;240;48.4;14.5;69.9;240;United Center;907.064;0
00-01;Chicago Bulls;82;242.1;33.2;78.2;42.4;4.0;11.6;34.6;29.2;66.6;43.8;17.2;23.3;73.9;11.3;27.6;38.9;22.1;8.2;4.6;15.8;23.2;87.6;29;23.2;0.182926829;0.817073171;0.195121951;0.804878049;-9.10;0.01;97.2;107.3;89.3;298;148;49.5;45;15.1;26.6;220;49.9;14.3;70.3;254;United Center;888.654;0
03-04;Detroit Pistons*;82;241.2;33.5;77.0;43.5;4.1;11.8;34.4;29.4;65.2;45.2;19.0;25.3;75.3;12.4;30.4;42.8;20.8;8.0;7.0;15.1;20.3;90.1;2;27.4;0.658536585;0.341463415;0.719512195;0.280487805;5.84;-0.81;102.0;95.4;87.9;328;153;51.1;46.1;14.7;30.1;247;44.1;15.5;71.8;202;The Palace of Auburn Hills;872.902;1
04-05;San Antonio Spurs*;82;241.5;35.6;78.7;45.3;6.2;17.0;36.3;29.5;61.6;47.8;18.7;25.9;72.4;12.0;30.4;42.4;21.6;7.5;6.6;13.7;20.9;96.2;1;28.5;0.719512195;0.280487805;0.768292683;0.231707317;7.80;0.03;107.5;98.8;88.9;329;216;53.4;49.2;13.2;29.1;238;45.2;14.7;73.6;236;SBC Center;750.97;1
05-06;Miami Heat*;82;240.9;37.1;77.5;47.8;6.1;17.6;34.5;31.0;59.9;51.7;19.7;28.2;70;10.5;32.6;43.1;20.6;6.4;5.4;14.5;22.8;99.9;6;29.2;0.634146341;0.365853659;0.634146341;0.365853659;3.87;-0.27;108.7;104.5;91.6;363;227;55.6;51.7;13.9;26.7;254;47.7;12.4;76.4;251;AmericanAirlines Arena;818.149;1
11-12;Chicago Bulls*;66;241.5;37.4;82.8;45.2;6.3;16.9;37.5;31.0;65.8;47.1;15.2;21.1;72.2;13.9;32.8;46.7;23.1;6.9;5.9;14.0;17.3;96.3;1;27.1;0.757575758;0.242424242;0.772727273;0.227272727;8.18;-0.76;107.4;98.3;89.1;255;205;52.3;49;13.2;32.6;184;45;12.8;74.3;175;United Center;731.326;0
10-11;Chicago Bulls*;82;241.8;37.1;80.3;46.2;6.2;17.3;36.1;30.9;63.1;48.9;18.2;24.5;74.3;11.8;32.4;44.2;22.3;7.2;5.7;14.2;20.0;98.6;2;26.4;0.756097561;0.243902439;0.743902439;0.256097561;7.32;-0.79;108.3;100.3;90.4;305;215;54.1;50.1;13.5;29.4;227;46.3;13.6;76.2;222;United Center;893.462;0
06-07;San Antonio Spurs*;82;241.2;36.6;77.2;47.4;7.3;19.0;38.1;29.3;58.1;50.4;18.1;24.1;75.1;9.3;31.4;40.7;22.1;7.2;5.1;13.9;19.4;98.5;1;30.4;0.707317073;0.292682927;0.780487805;0.219512195;8.43;-0.08;109.2;99.9;89.8;313;247;56.1;52.1;13.6;24.2;235;47.1;14.0;75.7;201;AT&T Center;764.823;1
07-08;Boston Celtics*;82;240.9;36.4;76.7;47.5;7.3;19.1;38.1;29.1;57.6;50.6;20.5;26.5;77.1;10.1;31.9;42.0;22.4;8.5;4.6;15.2;22.7;100.5;1;27.9;0.804878049;0.195121951;0.817073171;0.182926829;10.26;-0.95;110.2;98.9;90.9;346;249;56.9;52.2;14.7;26.6;267;45.7;15.2;74.4;253;TD Banknorth Garden;763.584;1
08-09;Los Angeles Lakers*;82;241.2;40.3;85.1;47.4;6.7;18.5;36.1;33.7;66.6;50.5;19.6;25.5;77;12.4;31.5;43.9;23.3;8.8;5.1;13.5;20.7;106.9;3;27.4;0.792682927;0.207317073;0.743902439;0.256097561;7.66;-0.55;112.8;104.7;94.3;299;217;55.5;51.3;12.3;29.4;230;49;14.2;73.0;213;STAPLES Center;778.877;1
89-90;Chicago Bulls*;82;241.8;43.1;86.5;49.8;3.0;8.2;37.4;40.0;78.3;51.1;20.3;26.1;77.8;13.1;27.8;40.9;26.5;9.9;4.7;15.2;23.2;109.5;9;26.1;0.670731707;0.329268293;0.609756098;0.390243902;3.26;-0.51;112.3;109.0;96.7;302;94;55.9;51.6;13.4;31.9;235;50.8;15.2;68.1;262;Chicago Stadium;752.564;0
93-94;Chicago Bulls*;82;241.2;39.6;83.1;47.6;2.8;8.0;35.4;36.7;75.1;48.9;16.0;22.7;70.5;13.9;29.2;43.1;25.6;9.0;4.3;15.9;21.3;98.0;11;27.7;0.670731707;0.329268293;0.609756098;0.390243902;03.09;-0.22;106.1;102.7;91.9;273;97;52.6;49.3;14.6;33.8;192;48.2;15.3;70.8;225;Chicago Stadium;760.816;0
